country,year,age,sex,suicides/100k pop
France,2014,55-74 years,male,27.42
France,2014,25-34 years,male,17.54
France,2014,75+ years,female,11.53
France,2014,55-74 years,female,10.19
France,2014,35-54 years,female,9.04
France,2014,15-24 years,male,7.34
France,2014,25-34 years,female,4.27
France,2014,15-24 years,female,2.48
France,2014,5-14 years,male,0.34
France,2014,5-14 years,female,0.31
Georgia,1990,75+ years,male,22.51
Georgia,1990,55-74 years,male,9.54
Georgia,1990,35-54 years,male,7.14
Georgia,1990,75+ years,female,5.87
Georgia,1990,25-34 years,male,5.45
Georgia,1990,15-24 years,male,5.42
Georgia,1990,55-74 years,female,3.43
Georgia,1990,35-54 years,female,3.22
Georgia,1990,15-24 years,female,0.96
Georgia,1990,25-34 years,female,0.89
Georgia,1990,5-14 years,female,0.0
Georgia,1990,5-14 years,male,0.0
Georgia,1991,75+ years,male,14.3
Georgia,1991,55-74 years,male,11.49
Georgia,1991,35-54 years,male,6.07
Georgia,1991,75+ years,female,5.78
Georgia,1991,25-34 years,male,4.77
Georgia,1991,55-74 years,female,3.58
Georgia,1991,15-24 years,male,2.82
Georgia,1991,35-54 years,female,2.16
Georgia,1991,15-24 years,female,0.96
Georgia,1991,25-34 years,female,0.89
Georgia,1991,5-14 years,female,0.23
Georgia,1991,5-14 years,male,0.0
Georgia,1992,75+ years,male,15.87
Georgia,1992,55-74 years,male,13.29
Georgia,1992,35-54 years,male,7.32
Georgia,1992,25-34 years,male,6.34
Georgia,1992,75+ years,female,4.32
Georgia,1992,15-24 years,male,4.26
Georgia,1992,55-74 years,female,3.22
Georgia,1992,15-24 years,female,2.17
Georgia,1992,35-54 years,female,1.86
Georgia,1992,25-34 years,female,1.83
Georgia,1992,5-14 years,female,0.0
Georgia,1992,5-14 years,male,0.0
Georgia,1994,55-74 years,male,10.26
Georgia,1994,75+ years,female,5.47
Georgia,1994,75+ years,male,5.19
Georgia,1994,15-24 years,male,3.94
Georgia,1994,35-54 years,male,3.74
Georgia,1994,25-34 years,male,3.61
Georgia,1994,55-74 years,female,2.61
Georgia,1994,35-54 years,female,1.43
Georgia,1994,15-24 years,female,0.53
Georgia,1994,25-34 years,female,0.52
Georgia,1994,5-14 years,female,0.0
Georgia,1994,5-14 years,male,0.0
Georgia,1995,55-74 years,male,10.09
Georgia,1995,75+ years,male,7.06
Georgia,1995,35-54 years,male,5.96
Georgia,1995,25-34 years,male,5.2
Georgia,1995,15-24 years,male,3.78
Georgia,1995,55-74 years,female,2.97
Georgia,1995,75+ years,female,2.38
Georgia,1995,35-54 years,female,1.41
Georgia,1995,15-24 years,female,1.09
Georgia,1995,25-34 years,female,0.54
Georgia,1995,5-14 years,male,0.26
Georgia,1995,5-14 years,female,0.0
Georgia,1996,75+ years,male,16.19
Georgia,1996,55-74 years,male,11.71
Georgia,1996,75+ years,female,8.85
Georgia,1996,35-54 years,male,8.0
Georgia,1996,25-34 years,male,6.0
Georgia,1996,55-74 years,female,3.03
Georgia,1996,15-24 years,male,2.49
Georgia,1996,25-34 years,female,1.41
Georgia,1996,15-24 years,female,1.12
Georgia,1996,35-54 years,female,0.63
Georgia,1996,5-14 years,male,0.27
Georgia,1996,5-14 years,female,0.0
Georgia,1997,75+ years,male,14.55
Georgia,1997,55-74 years,male,14.47
Georgia,1997,25-34 years,male,6.82
Georgia,1997,35-54 years,male,6.81
Georgia,1997,15-24 years,male,6.2
Georgia,1997,75+ years,female,5.68
Georgia,1997,55-74 years,female,2.64
Georgia,1997,35-54 years,female,2.07
Georgia,1997,15-24 years,female,0.57
Georgia,1997,5-14 years,male,0.55
Georgia,1997,25-34 years,female,0.29
Georgia,1997,5-14 years,female,0.0
Georgia,1998,55-74 years,male,11.52
Georgia,1998,75+ years,male,10.93
Georgia,1998,35-54 years,male,6.63
Georgia,1998,15-24 years,male,5.98
Georgia,1998,25-34 years,male,4.76
Georgia,1998,75+ years,female,4.05
Georgia,1998,25-34 years,female,1.79
Georgia,1998,55-74 years,female,1.77
Georgia,1998,35-54 years,female,1.58
Georgia,1998,15-24 years,female,0.29
Georgia,1998,5-14 years,female,0.0
Georgia,1998,5-14 years,male,0.0
Georgia,1999,75+ years,male,18.2
Georgia,1999,55-74 years,male,15.32
Georgia,1999,25-34 years,male,12.0
Georgia,1999,35-54 years,male,6.79
Georgia,1999,75+ years,female,5.65
Georgia,1999,55-74 years,female,3.54
Georgia,1999,15-24 years,male,2.87
Georgia,1999,15-24 years,female,1.73
Georgia,1999,35-54 years,female,1.57
Georgia,1999,25-34 years,female,0.91
Georgia,1999,5-14 years,female,0.0
Georgia,1999,5-14 years,male,0.0
Georgia,2000,75+ years,male,12.74
Georgia,2000,55-74 years,male,11.47
Georgia,2000,35-54 years,male,5.88
Georgia,2000,25-34 years,male,4.97
Georgia,2000,75+ years,female,4.83
Georgia,2000,55-74 years,female,2.88
Georgia,2000,15-24 years,male,2.31
Georgia,2000,35-54 years,female,1.25
Georgia,2000,25-34 years,female,0.31
Georgia,2000,15-24 years,female,0.0
Georgia,2000,5-14 years,female,0.0
Georgia,2000,5-14 years,male,0.0
Georgia,2001,55-74 years,male,7.96
Georgia,2001,75+ years,male,7.23
Georgia,2001,75+ years,female,5.63
Georgia,2001,35-54 years,male,4.1
Georgia,2001,25-34 years,male,3.7
Georgia,2001,55-74 years,female,2.68
Georgia,2001,15-24 years,male,2.33
Georgia,2001,35-54 years,female,0.94
Georgia,2001,25-34 years,female,0.32
Georgia,2001,5-14 years,female,0.3
Georgia,2001,15-24 years,female,0.0
Georgia,2001,5-14 years,male,0.0
Georgia,2004,75+ years,male,24.89
Georgia,2004,35-54 years,male,10.1
Georgia,2004,25-34 years,male,9.8
Georgia,2004,55-74 years,male,8.5
Georgia,2004,15-24 years,male,3.72
Georgia,2004,75+ years,female,2.14
Georgia,2004,55-74 years,female,1.6
Georgia,2004,25-34 years,female,1.27
Georgia,2004,5-14 years,male,1.26
Georgia,2004,15-24 years,female,1.16
Georgia,2004,35-54 years,female,1.1
Georgia,2004,5-14 years,female,1.0
Georgia,2005,75+ years,male,6.78
Georgia,2005,35-54 years,male,5.13
Georgia,2005,55-74 years,male,4.52
Georgia,2005,25-34 years,male,4.26
Georgia,2005,25-34 years,female,2.19
Georgia,2005,15-24 years,male,1.4
Georgia,2005,75+ years,female,1.36
Georgia,2005,55-74 years,female,0.91
Georgia,2005,15-24 years,female,0.85
Georgia,2005,5-14 years,male,0.65
Georgia,2005,35-54 years,female,0.31
Georgia,2005,5-14 years,female,0.0
Georgia,2006,75+ years,male,5.05
Georgia,2006,55-74 years,male,4.78
Georgia,2006,25-34 years,male,4.15
Georgia,2006,35-54 years,male,3.13
Georgia,2006,15-24 years,male,1.91
Georgia,2006,75+ years,female,1.29
Georgia,2006,55-74 years,female,1.13
Georgia,2006,25-34 years,female,0.93
Georgia,2006,5-14 years,female,0.37
Georgia,2006,5-14 years,male,0.34
Georgia,2006,15-24 years,female,0.28
Georgia,2006,35-54 years,female,0.15
Georgia,2007,75+ years,male,11.98
Georgia,2007,55-74 years,male,7.12
Georgia,2007,35-54 years,male,5.05
Georgia,2007,25-34 years,male,4.43
Georgia,2007,75+ years,female,3.11
Georgia,2007,15-24 years,male,1.9
Georgia,2007,55-74 years,female,1.34
Georgia,2007,35-54 years,female,1.07
Georgia,2007,25-34 years,female,0.31
Georgia,2007,15-24 years,female,0.28
Georgia,2007,5-14 years,female,0.0
Georgia,2007,5-14 years,male,0.0
Georgia,2009,75+ years,male,19.87
Georgia,2009,55-74 years,male,10.49
Georgia,2009,35-54 years,male,8.29
Georgia,2009,25-34 years,male,7.4
Georgia,2009,75+ years,female,5.79
Georgia,2009,15-24 years,male,5.55
Georgia,2009,55-74 years,female,3.29
Georgia,2009,15-24 years,female,1.14
Georgia,2009,5-14 years,male,1.14
Georgia,2009,35-54 years,female,1.07
Georgia,2009,25-34 years,female,0.61
Georgia,2009,5-14 years,female,0.42
Georgia,2010,55-74 years,male,9.13
Georgia,2010,75+ years,male,7.22
Georgia,2010,35-54 years,male,4.91
Georgia,2010,25-34 years,male,4.74
Georgia,2010,15-24 years,male,3.13
Georgia,2010,75+ years,female,2.76
Georgia,2010,55-74 years,female,1.29
Georgia,2010,35-54 years,female,0.76
Georgia,2010,5-14 years,male,0.39
Georgia,2010,15-24 years,female,0.0
Georgia,2010,25-34 years,female,0.0
Georgia,2010,5-14 years,female,0.0
Georgia,2011,75+ years,male,16.15
Georgia,2011,55-74 years,male,6.52
Georgia,2011,35-54 years,male,4.21
Georgia,2011,15-24 years,male,3.44
Georgia,2011,25-34 years,male,2.35
Georgia,2011,35-54 years,female,0.91
Georgia,2011,55-74 years,female,0.86
Georgia,2011,25-34 years,female,0.59
Georgia,2011,75+ years,female,0.54
Georgia,2011,5-14 years,female,0.44
Georgia,2011,15-24 years,female,0.3
Georgia,2011,5-14 years,male,0.0
Georgia,2012,75+ years,male,11.48
Georgia,2012,55-74 years,male,6.48
Georgia,2012,25-34 years,male,5.49
Georgia,2012,35-54 years,male,4.36
Georgia,2012,15-24 years,male,3.26
Georgia,2012,75+ years,female,1.04
Georgia,2012,15-24 years,female,0.93
Georgia,2012,55-74 years,female,0.64
Georgia,2012,35-54 years,female,0.46
Georgia,2012,5-14 years,female,0.45
Georgia,2012,25-34 years,female,0.29
Georgia,2012,5-14 years,male,0.0
Georgia,2013,75+ years,male,22.79
Georgia,2013,55-74 years,male,9.2
Georgia,2013,35-54 years,male,6.89
Georgia,2013,25-34 years,male,5.75
Georgia,2013,15-24 years,male,4.0
Georgia,2013,75+ years,female,1.99
Georgia,2013,55-74 years,female,1.7
Georgia,2013,35-54 years,female,1.07
Georgia,2013,5-14 years,male,0.8
Georgia,2013,15-24 years,female,0.64
Georgia,2013,5-14 years,female,0.45
Georgia,2013,25-34 years,female,0.29
Georgia,2014,75+ years,male,23.76
Georgia,2014,55-74 years,male,19.4
Georgia,2014,35-54 years,male,10.79
Georgia,2014,55-74 years,female,4.59
Georgia,2014,15-24 years,male,4.54
Georgia,2014,25-34 years,male,4.51
Georgia,2014,75+ years,female,2.94
Georgia,2014,15-24 years,female,1.99
Georgia,2014,25-34 years,female,1.05
Georgia,2014,35-54 years,female,0.92
Georgia,2014,5-14 years,female,0.0
Georgia,2014,5-14 years,male,0.0
Georgia,2015,75+ years,male,30.82
Georgia,2015,75+ years,female,12.03
Georgia,2015,55-74 years,male,10.62
Georgia,2015,35-54 years,male,9.58
Georgia,2015,25-34 years,male,6.99
Georgia,2015,15-24 years,male,6.86
Georgia,2015,55-74 years,female,3.09
Georgia,2015,25-34 years,female,1.84
Georgia,2015,35-54 years,female,1.55
Georgia,2015,15-24 years,female,0.87
Georgia,2015,5-14 years,male,0.43
Georgia,2015,5-14 years,female,0.0
Germany,1990,75+ years,male,88.26
Germany,1990,55-74 years,male,36.49
Germany,1990,35-54 years,male,29.68
Germany,1990,75+ years,female,29.51
Germany,1990,25-34 years,male,22.14
Germany,1990,55-74 years,female,16.6
Germany,1990,15-24 years,male,14.37
Germany,1990,35-54 years,female,10.5
Germany,1990,25-34 years,female,6.86
Germany,1990,15-24 years,female,4.31
Germany,1990,5-14 years,male,0.51
Germany,1990,5-14 years,female,0.22
Germany,1991,75+ years,male,87.89
Germany,1991,55-74 years,male,35.73
Germany,1991,35-54 years,male,30.66
Germany,1991,75+ years,female,29.51
Germany,1991,25-34 years,male,22.0
Germany,1991,55-74 years,female,16.07
Germany,1991,15-24 years,male,14.42
Germany,1991,35-54 years,female,11.13
Germany,1991,25-34 years,female,6.33
Germany,1991,15-24 years,female,3.63
Germany,1991,5-14 years,male,0.62
Germany,1991,5-14 years,female,0.12
Germany,1992,75+ years,male,87.87
Germany,1992,55-74 years,male,33.64
Germany,1992,75+ years,female,29.11
Germany,1992,35-54 years,male,28.88
Germany,1992,25-34 years,male,22.17
Germany,1992,55-74 years,female,15.35
Germany,1992,15-24 years,male,12.95
Germany,1992,35-54 years,female,10.09
Germany,1992,25-34 years,female,5.8
Germany,1992,15-24 years,female,3.32
Germany,1992,5-14 years,male,0.58
Germany,1992,5-14 years,female,0.28
Germany,1993,75+ years,male,85.29
Germany,1993,55-74 years,male,33.21
Germany,1993,35-54 years,male,26.81
Germany,1993,75+ years,female,23.99
Germany,1993,25-34 years,male,20.22
Germany,1993,55-74 years,female,14.03
Germany,1993,15-24 years,male,12.52
Germany,1993,35-54 years,female,9.28
Germany,1993,25-34 years,female,5.51
Germany,1993,15-24 years,female,3.31
Germany,1993,5-14 years,male,1.03
Germany,1993,5-14 years,female,0.3
Germany,1994,75+ years,male,80.69
Germany,1994,55-74 years,male,32.4
Germany,1994,35-54 years,male,27.88
Germany,1994,75+ years,female,22.55
Germany,1994,25-34 years,male,21.13
Germany,1994,15-24 years,male,14.02
Germany,1994,55-74 years,female,13.31
Germany,1994,35-54 years,female,8.91
Germany,1994,25-34 years,female,5.16
Germany,1994,15-24 years,female,3.7
Germany,1994,5-14 years,male,0.65
Germany,1994,5-14 years,female,0.39
Germany,1995,75+ years,male,83.26
Germany,1995,55-74 years,male,32.12
Germany,1995,35-54 years,male,28.68
Germany,1995,75+ years,female,23.94
Germany,1995,25-34 years,male,20.01
Germany,1995,15-24 years,male,13.29
Germany,1995,55-74 years,female,13.15
Germany,1995,35-54 years,female,9.01
Germany,1995,25-34 years,female,5.08
Germany,1995,15-24 years,female,3.92
Germany,1995,5-14 years,male,0.81
Germany,1995,5-14 years,female,0.31
Germany,1996,75+ years,male,75.52
Germany,1996,55-74 years,male,29.6
Germany,1996,35-54 years,male,26.53
Germany,1996,75+ years,female,20.78
Germany,1996,25-34 years,male,20.12
Germany,1996,55-74 years,female,12.86
Germany,1996,15-24 years,male,12.61
Germany,1996,35-54 years,female,8.54
Germany,1996,25-34 years,female,5.27
Germany,1996,15-24 years,female,3.54
Germany,1996,5-14 years,male,0.76
Germany,1996,5-14 years,female,0.29
Germany,1997,75+ years,male,70.58
Germany,1997,55-74 years,male,30.05
Germany,1997,35-54 years,male,27.56
Germany,1997,75+ years,female,20.54
Germany,1997,25-34 years,male,19.25
Germany,1997,15-24 years,male,12.95
Germany,1997,55-74 years,female,12.07
Germany,1997,35-54 years,female,8.38
Germany,1997,25-34 years,female,5.58
Germany,1997,15-24 years,female,3.22
Germany,1997,5-14 years,male,0.6
Germany,1997,5-14 years,female,0.18
Germany,1998,75+ years,male,68.33
Germany,1998,55-74 years,male,29.55
Germany,1998,35-54 years,male,25.96
Germany,1998,25-34 years,male,18.64
Germany,1998,75+ years,female,17.63
Germany,1998,15-24 years,male,12.71
Germany,1998,55-74 years,female,10.78
Germany,1998,35-54 years,female,7.57
Germany,1998,25-34 years,female,4.74
Germany,1998,15-24 years,female,3.51
Germany,1998,5-14 years,male,0.73
Germany,1998,5-14 years,female,0.36
Germany,1999,75+ years,male,62.03
Germany,1999,55-74 years,male,27.76
Germany,1999,35-54 years,male,24.02
Germany,1999,75+ years,female,18.52
Germany,1999,25-34 years,male,17.65
Germany,1999,15-24 years,male,12.74
Germany,1999,55-74 years,female,10.73
Germany,1999,35-54 years,female,7.63
Germany,1999,25-34 years,female,4.4
Germany,1999,15-24 years,female,2.99
Germany,1999,5-14 years,male,0.56
Germany,1999,5-14 years,female,0.21
Germany,2000,75+ years,male,61.5
Germany,2000,55-74 years,male,28.86
Germany,2000,35-54 years,male,24.07
Germany,2000,75+ years,female,16.96
Germany,2000,25-34 years,male,16.38
Germany,2000,15-24 years,male,12.21
Germany,2000,55-74 years,female,10.56
Germany,2000,35-54 years,female,7.09
Germany,2000,25-34 years,female,4.15
Germany,2000,15-24 years,female,3.04
Germany,2000,5-14 years,male,0.55
Germany,2000,5-14 years,female,0.18
Germany,2001,75+ years,male,60.99
Germany,2001,55-74 years,male,27.61
Germany,2001,35-54 years,male,24.43
Germany,2001,75+ years,female,18.22
Germany,2001,25-34 years,male,16.84
Germany,2001,15-24 years,male,12.45
Germany,2001,55-74 years,female,10.27
Germany,2001,35-54 years,female,7.19
Germany,2001,25-34 years,female,3.98
Germany,2001,15-24 years,female,2.72
Germany,2001,5-14 years,male,0.82
Germany,2001,5-14 years,female,0.26
Germany,2002,75+ years,male,60.41
Germany,2002,55-74 years,male,26.85
Germany,2002,35-54 years,male,24.17
Germany,2002,75+ years,female,18.18
Germany,2002,25-34 years,male,16.08
Germany,2002,15-24 years,male,12.61
Germany,2002,55-74 years,female,10.63
Germany,2002,35-54 years,female,7.34
Germany,2002,25-34 years,female,4.09
Germany,2002,15-24 years,female,3.05
Germany,2002,5-14 years,male,0.36
Germany,2002,5-14 years,female,0.19
Germany,2003,75+ years,male,59.34
Germany,2003,55-74 years,male,27.44
Germany,2003,35-54 years,male,24.36
Germany,2003,75+ years,female,18.02
Germany,2003,25-34 years,male,16.09
Germany,2003,15-24 years,male,11.0
Germany,2003,55-74 years,female,9.7
Germany,2003,35-54 years,female,7.09
Germany,2003,25-34 years,female,4.36
Germany,2003,15-24 years,female,3.31
Germany,2003,5-14 years,male,0.39
Germany,2003,5-14 years,female,0.14
Germany,2004,75+ years,male,55.76
Germany,2004,55-74 years,male,27.23
Germany,2004,35-54 years,male,22.94
Germany,2004,75+ years,female,17.11
Germany,2004,25-34 years,male,15.78
Germany,2004,15-24 years,male,10.52
Germany,2004,55-74 years,female,9.47
Germany,2004,35-54 years,female,6.55
Germany,2004,25-34 years,female,3.6
Germany,2004,15-24 years,female,2.73
Germany,2004,5-14 years,male,0.37
Germany,2004,5-14 years,female,0.17
Germany,2005,75+ years,male,52.12
Germany,2005,55-74 years,male,25.37
Germany,2005,35-54 years,male,21.88
Germany,2005,75+ years,female,15.01
Germany,2005,25-34 years,male,14.44
Germany,2005,55-74 years,female,9.75
Germany,2005,15-24 years,male,9.7
Germany,2005,35-54 years,female,6.62
Germany,2005,25-34 years,female,3.5
Germany,2005,15-24 years,female,2.47
Germany,2005,5-14 years,male,0.43
Germany,2005,5-14 years,female,0.2
Germany,2006,75+ years,male,49.81
Germany,2006,55-74 years,male,25.62
Germany,2006,35-54 years,male,20.18
Germany,2006,75+ years,female,13.66
Germany,2006,25-34 years,male,12.67
Germany,2006,15-24 years,male,9.24
Germany,2006,55-74 years,female,8.5
Germany,2006,35-54 years,female,6.55
Germany,2006,25-34 years,female,3.2
Germany,2006,15-24 years,female,2.37
Germany,2006,5-14 years,male,0.49
Germany,2006,5-14 years,female,0.23
Germany,2007,75+ years,male,47.28
Germany,2007,55-74 years,male,24.22
Germany,2007,35-54 years,male,19.36
Germany,2007,25-34 years,male,13.31
Germany,2007,75+ years,female,13.21
Germany,2007,15-24 years,male,9.19
Germany,2007,55-74 years,female,8.11
Germany,2007,35-54 years,female,5.86
Germany,2007,25-34 years,female,3.03
Germany,2007,15-24 years,female,2.35
Germany,2007,5-14 years,male,0.37
Germany,2007,5-14 years,female,0.23
Germany,2008,75+ years,male,46.02
Germany,2008,55-74 years,male,23.8
Germany,2008,35-54 years,male,19.95
Germany,2008,75+ years,female,13.09
Germany,2008,25-34 years,male,12.88
Germany,2008,15-24 years,male,9.46
Germany,2008,55-74 years,female,7.74
Germany,2008,35-54 years,female,6.05
Germany,2008,25-34 years,female,3.28
Germany,2008,15-24 years,female,2.81
Germany,2008,5-14 years,male,0.28
Germany,2008,5-14 years,female,0.16
Germany,2009,75+ years,male,46.5
Germany,2009,55-74 years,male,24.46
Germany,2009,35-54 years,male,20.42
Germany,2009,25-34 years,male,12.97
Germany,2009,75+ years,female,11.38
Germany,2009,15-24 years,male,9.31
Germany,2009,55-74 years,female,7.89
Germany,2009,35-54 years,female,6.33
Germany,2009,25-34 years,female,3.05
Germany,2009,15-24 years,female,2.66
Germany,2009,5-14 years,male,0.31
Germany,2009,5-14 years,female,0.24
Germany,2010,75+ years,male,46.56
Germany,2010,55-74 years,male,25.22
Germany,2010,35-54 years,male,20.46
Germany,2010,25-34 years,male,14.88
Germany,2010,75+ years,female,12.59
Germany,2010,15-24 years,male,10.08
Germany,2010,55-74 years,female,8.49
Germany,2010,35-54 years,female,6.54
Germany,2010,25-34 years,female,3.68
Germany,2010,15-24 years,female,2.94
Germany,2010,5-14 years,male,0.57
Germany,2010,5-14 years,female,0.16
Germany,2011,75+ years,male,47.38
Germany,2011,55-74 years,male,27.01
Germany,2011,35-54 years,male,20.47
Germany,2011,25-34 years,male,13.66
Germany,2011,75+ years,female,13.02
Germany,2011,15-24 years,male,9.91
Germany,2011,55-74 years,female,7.98
Germany,2011,35-54 years,female,6.21
Germany,2011,25-34 years,female,3.87
Germany,2011,15-24 years,female,2.75
Germany,2011,5-14 years,male,0.31
Germany,2011,5-14 years,female,0.25
Germany,2012,75+ years,male,46.69
Germany,2012,55-74 years,male,24.35
Germany,2012,35-54 years,male,19.24
Germany,2012,25-34 years,male,13.71
Germany,2012,75+ years,female,12.34
Germany,2012,15-24 years,male,9.52
Germany,2012,55-74 years,female,8.66
Germany,2012,35-54 years,female,6.7
Germany,2012,25-34 years,female,3.8
Germany,2012,15-24 years,female,2.76
Germany,2012,5-14 years,male,0.29
Germany,2012,5-14 years,female,0.25
Germany,2013,75+ years,male,48.73
Germany,2013,55-74 years,male,25.54
Germany,2013,35-54 years,male,20.11
Germany,2013,25-34 years,male,14.6
Germany,2013,75+ years,female,12.86
Germany,2013,55-74 years,female,8.75
Germany,2013,15-24 years,male,8.74
Germany,2013,35-54 years,female,6.83
Germany,2013,25-34 years,female,3.81
Germany,2013,15-24 years,female,2.61
Germany,2013,5-14 years,female,0.34
Germany,2013,5-14 years,male,0.16
Germany,2014,75+ years,male,48.73
Germany,2014,55-74 years,male,25.75
Germany,2014,35-54 years,male,20.45
Germany,2014,25-34 years,male,14.48
Germany,2014,75+ years,female,12.06
Germany,2014,15-24 years,male,8.92
Germany,2014,55-74 years,female,8.54
Germany,2014,35-54 years,female,6.83
Germany,2014,25-34 years,female,3.64
Germany,2014,15-24 years,female,2.87
Germany,2014,5-14 years,male,0.54
Germany,2014,5-14 years,female,0.23
Germany,2015,75+ years,male,49.58
Germany,2015,55-74 years,male,24.42
Germany,2015,35-54 years,male,19.12
Germany,2015,25-34 years,male,13.51
Germany,2015,75+ years,female,11.89
Germany,2015,55-74 years,female,9.03
Germany,2015,15-24 years,male,8.32
Germany,2015,35-54 years,female,6.89
Germany,2015,25-34 years,female,3.81
Germany,2015,15-24 years,female,3.24
Germany,2015,5-14 years,female,0.37
Germany,2015,5-14 years,male,0.16
Greece,1985,75+ years,male,15.0
Greece,1985,55-74 years,male,9.72
Greece,1985,35-54 years,male,6.57
Greece,1985,25-34 years,male,5.86
Greece,1985,75+ years,female,4.72
Greece,1985,55-74 years,female,4.7
Greece,1985,15-24 years,male,4.51
Greece,1985,25-34 years,female,2.65
Greece,1985,35-54 years,female,2.64
Greece,1985,15-24 years,female,1.8
Greece,1985,5-14 years,female,0.0
Greece,1985,5-14 years,male,0.0
Greece,1986,75+ years,male,19.51
Greece,1986,55-74 years,male,9.67
Greece,1986,25-34 years,male,7.62
Greece,1986,15-24 years,male,5.56
Greece,1986,75+ years,female,5.18
Greece,1986,35-54 years,male,5.05
Greece,1986,55-74 years,female,3.24
Greece,1986,35-54 years,female,2.12
Greece,1986,15-24 years,female,1.8
Greece,1986,25-34 years,female,1.46
Greece,1986,5-14 years,female,0.0
Greece,1986,5-14 years,male,0.0
Greece,1987,75+ years,male,22.2
Greece,1987,55-74 years,male,8.5
Greece,1987,25-34 years,male,6.72
Greece,1987,35-54 years,male,6.46
Greece,1987,15-24 years,male,4.51
Greece,1987,75+ years,female,4.29
Greece,1987,55-74 years,female,4.18
Greece,1987,35-54 years,female,2.73
Greece,1987,15-24 years,female,1.63
Greece,1987,25-34 years,female,1.3
Greece,1987,5-14 years,male,0.4
Greece,1987,5-14 years,female,0.14
Greece,1988,75+ years,male,17.7
Greece,1988,55-74 years,male,8.87
Greece,1988,25-34 years,male,7.54
Greece,1988,75+ years,female,6.28
Greece,1988,35-54 years,male,5.74
Greece,1988,15-24 years,male,4.85
Greece,1988,55-74 years,female,4.77
Greece,1988,35-54 years,female,2.26
Greece,1988,25-34 years,female,1.57
Greece,1988,15-24 years,female,0.54
Greece,1988,5-14 years,female,0.0
Greece,1988,5-14 years,male,0.0
Greece,1989,75+ years,male,15.36
Greece,1989,25-34 years,male,7.6
Greece,1989,55-74 years,male,7.32
Greece,1989,35-54 years,male,6.36
Greece,1989,15-24 years,male,4.14
Greece,1989,75+ years,female,4.09
Greece,1989,55-74 years,female,3.74
Greece,1989,25-34 years,female,2.26
Greece,1989,35-54 years,female,2.18
Greece,1989,15-24 years,female,0.94
Greece,1989,5-14 years,male,0.54
Greece,1989,5-14 years,female,0.0
Greece,1990,75+ years,male,17.78
Greece,1990,55-74 years,male,6.95
Greece,1990,25-34 years,male,6.48
Greece,1990,35-54 years,male,5.37
Greece,1990,15-24 years,male,5.11
Greece,1990,75+ years,female,2.57
Greece,1990,55-74 years,female,2.29
Greece,1990,35-54 years,female,1.94
Greece,1990,25-34 years,female,1.53
Greece,1990,15-24 years,female,1.06
Greece,1990,5-14 years,male,0.41
Greece,1990,5-14 years,female,0.0
Greece,1991,75+ years,male,18.24
Greece,1991,55-74 years,male,9.52
Greece,1991,35-54 years,male,6.34
Greece,1991,25-34 years,male,5.28
Greece,1991,75+ years,female,4.2
Greece,1991,15-24 years,male,3.91
Greece,1991,55-74 years,female,2.34
Greece,1991,35-54 years,female,2.16
Greece,1991,25-34 years,female,1.37
Greece,1991,15-24 years,female,0.66
Greece,1991,5-14 years,male,0.55
Greece,1991,5-14 years,female,0.0
Greece,1992,75+ years,male,16.48
Greece,1992,55-74 years,male,8.89
Greece,1992,35-54 years,male,6.37
Greece,1992,25-34 years,male,5.27
Greece,1992,75+ years,female,3.32
Greece,1992,15-24 years,male,2.61
Greece,1992,55-74 years,female,2.48
Greece,1992,35-54 years,female,1.36
Greece,1992,25-34 years,female,1.35
Greece,1992,15-24 years,female,0.52
Greece,1992,5-14 years,male,0.28
Greece,1992,5-14 years,female,0.0
Greece,1993,75+ years,male,13.36
Greece,1993,55-74 years,male,9.27
Greece,1993,35-54 years,male,7.33
Greece,1993,25-34 years,male,6.46
Greece,1993,75+ years,female,4.67
Greece,1993,15-24 years,male,3.56
Greece,1993,55-74 years,female,3.22
Greece,1993,35-54 years,female,2.16
Greece,1993,25-34 years,female,1.85
Greece,1993,15-24 years,female,0.79
Greece,1993,5-14 years,male,0.28
Greece,1993,5-14 years,female,0.15
Greece,1994,75+ years,male,14.04
Greece,1994,55-74 years,male,8.48
Greece,1994,25-34 years,male,5.66
Greece,1994,35-54 years,male,5.65
Greece,1994,15-24 years,male,4.01
Greece,1994,75+ years,female,2.99
Greece,1994,55-74 years,female,2.84
Greece,1994,35-54 years,female,1.32
Greece,1994,25-34 years,female,1.17
Greece,1994,15-24 years,female,0.39
Greece,1994,5-14 years,male,0.29
Greece,1994,5-14 years,female,0.0
Greece,1995,75+ years,male,17.23
Greece,1995,25-34 years,male,7.31
Greece,1995,55-74 years,male,7.15
Greece,1995,35-54 years,male,6.67
Greece,1995,15-24 years,male,4.21
Greece,1995,55-74 years,female,2.21
Greece,1995,75+ years,female,1.62
Greece,1995,25-34 years,female,1.41
Greece,1995,35-54 years,female,1.09
Greece,1995,15-24 years,female,0.78
Greece,1995,5-14 years,female,0.0
Greece,1995,5-14 years,male,0.0
Greece,1996,75+ years,male,11.64
Greece,1996,55-74 years,male,8.67
Greece,1996,25-34 years,male,7.52
Greece,1996,35-54 years,male,6.29
Greece,1996,75+ years,female,4.01
Greece,1996,15-24 years,male,2.63
Greece,1996,55-74 years,female,1.59
Greece,1996,25-34 years,female,1.13
Greece,1996,35-54 years,female,1.0
Greece,1996,15-24 years,female,0.65
Greece,1996,5-14 years,female,0.0
